Cpu_php,Net_In_Global,Disque_write_global,Ram_http,Net_Out_Global,Nb_connection_mysql,Nb_process_php,Cpu_http,Cpu_global,Nb_process_http
46.65,0.03,319.98,4.3,0.04,30.0,101.0,0.08,9.41,413.0
46.53,0.02,331.85,4.3,0.03,21.0,101.0,0.03,8.35,383.0
46.38,0.02,345.19,4.0,0.03,47.0,101.0,0.18,8.25,428.0
46.24,0.03,353.62,3.6,0.04,32.0,101.0,0.03,6.67,319.0
46.14,0.02,238.96,4.1,0.03,56.0,101.0,0.05,10.25,418.0
46.03,0.02,269.48,3.9,0.03,32.0,101.0,0.03,6.45,342.0
45.91,0.03,342.94,4.1,0.04,34.0,101.0,0.04,9.97,408.0
45.79,0.02,324.12,3.8,0.03,31.0,101.0,0.07,6.89,335.0
45.71,0.02,344.71,3.9,0.03,48.0,101.0,0.37,8.57,442.0
45.64,0.03,258.52,4.1,0.04,24.0,101.0,0.07,7.94,362.0
45.47,0.02,263.38,4.0,0.03,40.0,101.0,0.07,8.04,403.0
45.39,0.02,304.0,4.2,0.03,31.0,101.0,0.04,7.41,377.0
45.29,0.03,391.62,4.2,0.04,41.0,101.0,0.26,8.94,455.0
45.15,0.02,321.5,3.8,0.03,32.0,101.0,0.04,7.58,339.0
45.09,0.02,306.81,3.6,0.03,41.0,101.0,0.04,9.22,444.0
44.99,0.03,346.75,3.9,0.04,25.0,101.0,0.03,6.54,349.0
44.86,0.02,281.74,3.8,0.03,36.0,101.0,0.09,8.62,425.0
44.74,0.02,305.1,4.1,0.03,26.0,101.0,0.05,7.98,367.0
44.7,0.03,380.05,3.4,0.03,40.0,101.0,0.04,8.69,424.0
44.61,0.02,311.17,3.6,0.03,35.0,101.0,0.04,6.79,316.0
44.54,0.02,324.88,3.3,0.03,35.0,101.0,0.07,11.12,417.0
44.48,0.03,266.31,3.8,0.04,31.0,101.0,0.01,7.52,336.0
44.38,0.02,343.67,3.6,0.03,46.0,101.0,0.09,13.33,367.0
44.29,0.02,258.33,3.9,0.03,30.0,101.0,0.06,10.15,348.0
44.2,0.03,241.6,3.5,0.03,44.0,101.0,0.18,9.0,395.0
44.2,0.02,269.13,4.1,0.03,42.0,101.0,0.04,11.45,374.0
44.08,0.02,412.19,3.4,0.03,44.0,101.0,0.07,10.57,465.0
44.02,0.03,477.78,3.6,0.04,26.0,101.0,0.04,7.81,320.0
43.96,0.02,436.79,3.1,0.03,38.0,101.0,0.16,9.71,431.0
43.91,0.02,282.58,3.9,0.03,26.0,101.0,0.03,8.37,345.0
43.83,0.03,596.16,3.7,0.04,42.0,101.0,0.04,9.12,408.0
43.76,0.02,299.01,4.1,0.03,28.0,101.0,0.03,7.15,361.0
43.73,0.02,554.02,3.5,0.03,49.0,101.0,0.07,8.89,393.0
43.7,0.03,274.3,4.2,0.04,23.0,101.0,0.04,6.82,373.0
43.66,0.02,587.42,3.3,0.03,45.0,101.0,0.16,9.09,416.0
43.62,0.02,299.59,3.9,0.03,29.0,101.0,0.04,6.8,344.0
43.54,0.03,563.12,3.6,0.04,43.0,101.0,0.07,9.54,402.0
43.52,0.02,269.38,3.6,0.03,32.0,101.0,0.07,7.46,320.0
43.42,0.02,7635.15,3.3,0.03,55.0,101.0,0.19,8.45,405.0
43.38,0.03,2442.84,3.9,0.04,73.0,101.0,0.03,8.24,342.0
43.56,0.02,519.98,4.4,0.03,40.0,102.0,0.12,10.37,450.0
43.08,0.02,309.38,3.4,0.03,33.0,102.0,0.06,7.42,355.0
42.96,0.03,591.18,3.7,0.04,52.0,102.0,0.29,9.5,386.0
42.89,0.02,288.08,3.6,0.03,25.0,102.0,0.03,10.56,372.0
42.38,0.02,460.77,4.1,0.03,57.0,101.0,0.16,9.41,429.0
42.35,0.03,326.45,3.3,0.04,27.0,101.0,0.04,7.23,339.0
42.23,0.02,551.77,4.0,0.03,48.0,101.0,0.22,8.83,416.0
42.11,0.02,294.06,3.6,0.03,24.0,101.0,0.06,7.67,367.0
42.02,0.03,511.93,3.9,0.04,40.0,101.0,0.03,6.61,400.0
41.94,0.02,428.09,3.5,0.03,24.0,101.0,0.05,8.64,360.0
41.86,0.02,399.68,3.5,0.03,43.0,101.0,0.07,7.16,367.0
41.82,0.03,350.0,3.4,0.04,23.0,101.0,0.02,7.14,346.0
41.73,0.02,434.04,3.9,0.03,50.0,101.0,0.04,7.77,408.0
41.69,0.02,393.68,3.5,0.03,30.0,101.0,0.05,6.57,355.0
41.56,0.03,627.09,3.8,0.04,52.0,101.0,0.32,6.82,394.0
41.49,0.02,340.46,3.7,0.03,24.0,101.0,0.04,7.55,374.0
41.4,0.02,455.2,4.1,0.03,55.0,101.0,0.03,7.54,423.0
41.34,0.03,309.44,3.5,0.04,39.0,101.0,0.04,5.36,360.0
41.26,0.02,371.75,3.9,0.03,44.0,101.0,0.34,10.51,399.0
41.19,0.02,381.02,3.1,0.03,39.0,101.0,0.02,6.18,321.0
41.1,0.03,392.82,4.0,0.04,42.0,101.0,0.25,9.34,414.0
41.06,0.02,332.87,3.3,0.03,25.0,101.0,0.06,6.4,337.0
41.01,0.02,418.5,4.4,0.03,55.0,101.0,0.09,8.68,452.0
40.94,0.03,410.99,3.4,0.04,27.0,101.0,0.03,7.04,354.0
40.84,0.02,325.02,4.1,0.03,42.0,101.0,0.17,11.34,425.0
40.78,0.02,321.21,3.1,0.03,28.0,101.0,0.04,6.12,320.0
40.71,0.03,488.34,4.0,0.03,66.0,101.0,0.27,7.91,412.0
40.69,0.02,308.88,3.2,0.03,35.0,101.0,0.04,13.68,332.0
40.61,0.02,437.21,4.3,0.03,68.0,101.0,0.26,7.79,444.0
40.56,0.03,401.93,3.2,0.04,27.0,101.0,0.04,7.59,325.0
40.46,0.02,400.68,4.5,0.03,45.0,101.0,0.34,13.99,460.0
40.41,0.02,388.85,3.7,0.03,35.0,101.0,0.03,6.36,379.0
32.24,0.03,433.68,4.1,0.04,63.0,101.0,0.08,8.28,429.0
33.67,0.02,394.47,3.5,0.03,35.0,101.0,0.07,6.0,362.0
32.89,0.02,391.02,3.9,0.03,47.0,101.0,0.27,6.3,405.0
32.52,0.03,334.07,3.5,0.04,29.0,101.0,0.02,5.81,355.0
32.06,0.02,473.27,3.9,0.03,62.0,101.0,0.24,7.87,406.0
32.56,0.02,345.27,3.5,0.03,27.0,101.0,0.08,5.62,357.0
32.11,0.02,527.49,4.1,0.03,52.0,101.0,0.21,7.84,425.0
32.14,0.02,312.74,3.4,0.03,34.0,101.0,0.08,6.91,353.0
31.99,0.02,403.19,4.2,0.03,54.0,101.0,0.42,8.86,440.0
32.09,0.02,316.16,3.4,0.03,31.0,101.0,0.04,6.04,348.0
31.84,0.02,472.8,4.1,0.03,66.0,101.0,0.41,9.25,430.0
31.82,0.02,345.23,3.0,0.03,25.0,101.0,0.03,7.42,311.0
31.71,0.03,465.81,4.0,0.03,55.0,101.0,0.23,9.11,411.0
31.71,0.02,400.4,3.3,0.03,36.0,101.0,0.04,6.92,342.0
31.69,0.02,426.59,3.8,0.03,45.0,101.0,0.37,7.49,396.0
31.73,0.02,362.12,3.2,0.03,27.0,101.0,0.04,6.93,326.0
31.61,0.02,383.88,4.0,0.03,53.0,101.0,0.06,12.06,416.0
31.71,0.02,323.12,3.4,0.03,24.0,101.0,0.02,5.99,352.0
31.6,0.03,547.88,4.4,0.03,55.0,101.0,0.36,13.57,462.0
31.65,0.02,349.95,3.3,0.03,38.0,101.0,0.03,10.97,337.0
31.64,0.02,459.45,3.6,0.03,69.0,101.0,0.12,6.06,374.0
31.69,0.02,285.17,3.6,0.03,24.0,101.0,0.06,5.91,372.0
31.64,0.02,436.59,4.1,0.03,86.0,101.0,0.12,7.18,418.0
31.72,0.02,328.66,3.1,0.03,34.0,101.0,0.07,5.87,323.0
31.64,0.03,307.27,4.0,0.03,68.0,101.0,0.26,6.93,411.0
31.66,0.02,355.24,3.4,0.03,33.0,101.0,0.06,10.27,350.0
31.68,0.02,352.48,4.1,0.03,50.0,101.0,0.12,14.41,420.0
31.65,0.02,387.01,3.3,0.03,34.0,101.0,0.07,7.7,338.0
31.62,0.02,371.42,4.0,0.03,68.0,101.0,0.23,7.48,421.0
31.7,0.02,305.05,3.3,0.03,20.0,101.0,0.04,6.13,346.0
31.61,0.03,485.62,4.1,0.03,61.0,101.0,0.64,9.49,415.0
31.71,0.02,233.41,3.4,0.03,27.0,101.0,0.03,6.38,346.0
31.61,0.02,319.74,3.9,0.03,56.0,101.0,0.29,8.3,401.0
31.68,0.02,341.11,3.7,0.03,26.0,101.0,0.06,15.27,378.0
31.59,0.02,287.98,4.4,0.03,72.0,101.0,0.11,11.02,459.0
31.67,0.02,342.02,3.3,0.03,34.0,101.0,0.04,5.94,344.0
31.61,0.03,454.38,4.0,0.03,63.0,101.0,0.31,7.37,409.0
31.62,0.02,356.01,3.6,0.03,34.0,101.0,0.03,6.18,372.0
31.62,0.02,337.98,4.4,0.03,63.0,101.0,0.27,7.55,455.0
31.71,0.02,301.64,3.5,0.03,34.0,101.0,0.05,7.24,355.0
31.69,0.02,369.5,4.1,0.03,81.0,101.0,0.66,8.09,407.0
31.77,0.02,367.26,3.3,0.03,22.0,101.0,0.03,13.3,335.0
31.66,0.03,434.43,4.0,0.04,72.0,101.0,0.14,7.06,412.0
31.73,0.02,308.39,3.3,0.03,28.0,101.0,0.12,6.25,342.0
31.66,0.02,422.98,4.4,0.03,66.0,101.0,0.66,8.55,457.0
31.76,0.03,340.51,3.3,0.03,32.0,101.0,0.02,8.77,338.0
31.7,0.02,379.89,5.1,0.03,94.0,101.0,1.83,8.38,534.0
31.77,0.02,323.33,3.5,0.03,30.0,101.0,0.04,16.61,361.0
31.79,0.03,609.24,4.2,0.05,97.0,101.0,0.03,9.51,421.0
31.91,0.02,320.54,3.5,0.03,40.0,101.0,0.03,6.72,357.0
31.83,0.02,315.62,4.2,0.03,71.0,101.0,0.82,6.98,378.0
31.88,0.03,340.59,3.4,0.04,26.0,101.0,0.05,15.6,347.0
31.83,0.02,267.44,4.4,0.03,67.0,101.0,0.67,9.35,393.0
31.88,0.02,356.79,3.3,0.03,28.0,101.0,0.03,8.37,342.0
31.9,0.03,382.71,4.1,0.04,80.0,101.0,0.11,10.26,405.0
31.89,0.02,337.03,4.2,0.03,44.0,101.0,0.03,7.71,432.0
31.89,0.02,270.84,4.3,0.03,75.0,101.0,0.68,8.59,362.0
31.86,0.03,291.8,3.1,0.04,25.0,101.0,0.03,7.2,322.0
31.9,0.02,352.37,4.2,0.03,67.0,101.0,0.23,14.08,410.0
31.94,0.02,346.98,3.8,0.03,37.0,101.0,0.04,10.8,394.0
31.99,0.03,498.93,4.3,0.04,95.0,101.0,0.74,12.0,383.0
32.0,0.02,299.57,3.6,0.03,34.0,101.0,0.07,7.69,371.0
32.01,0.02,404.18,4.2,0.03,74.0,101.0,0.69,6.89,364.0
32.01,0.03,308.49,3.4,0.04,30.0,101.0,0.06,5.7,354.0
32.06,0.02,344.21,4.3,0.03,74.0,101.0,1.0,8.91,399.0
32.06,0.02,352.13,3.5,0.03,30.0,101.0,0.05,13.25,356.0
32.12,0.03,638.74,4.4,0.04,88.0,101.0,0.23,7.35,384.0
32.11,0.02,430.08,3.6,0.03,43.0,101.0,0.06,8.24,366.0
32.17,0.02,562.66,4.3,0.03,75.0,101.0,0.38,9.46,348.0
32.16,0.03,332.08,3.3,0.04,38.0,101.0,0.04,7.51,334.0
32.24,0.02,390.53,4.4,0.03,88.0,101.0,0.28,8.95,367.0
32.23,0.02,300.73,3.6,0.03,31.0,101.0,0.03,7.24,364.0
32.3,0.03,386.63,4.4,0.05,108.0,101.0,0.73,11.61,304.0
32.33,0.02,549.26,3.6,0.03,34.0,101.0,0.12,6.95,372.0
32.41,0.02,257.74,4.1,0.03,93.0,101.0,0.2,30.93,359.0
32.38,0.03,352.15,3.3,0.04,44.0,101.0,0.13,8.87,340.0
32.42,0.02,295.55,4.2,0.03,88.0,101.0,0.24,12.99,336.0
32.44,0.02,360.15,3.6,0.03,31.0,101.0,0.05,8.16,366.0
32.46,0.03,273.3,4.2,0.04,68.0,101.0,1.08,7.14,308.0
32.44,0.02,380.16,3.9,0.03,35.0,101.0,0.04,9.12,403.0
32.51,0.02,420.15,4.0,0.03,61.0,101.0,0.16,7.11,353.0
32.46,0.03,307.23,3.7,0.04,27.0,101.0,0.06,9.62,378.0
32.56,0.02,390.73,4.4,0.03,110.0,101.0,0.8,6.72,314.0
32.56,0.02,415.57,3.3,0.03,33.0,101.0,0.04,7.55,344.0
32.58,0.03,325.2,4.1,0.04,91.0,101.0,0.78,7.69,307.0
32.53,0.02,330.98,3.8,0.03,45.0,101.0,0.13,9.28,390.0
32.56,0.02,386.39,4.4,0.03,79.0,101.0,1.07,10.76,293.0
32.59,0.03,363.14,3.9,0.04,37.0,101.0,0.1,7.25,405.0
32.59,0.02,422.52,4.1,0.03,83.0,101.0,0.53,7.81,292.0
32.64,0.02,420.91,3.7,0.03,34.0,101.0,0.06,7.28,386.0
32.62,0.03,321.85,4.3,0.04,76.0,101.0,0.98,5.23,284.0
32.61,0.02,298.29,3.5,0.03,36.0,101.0,0.06,8.94,357.0
32.66,0.02,262.49,4.0,0.03,110.0,101.0,0.93,6.99,302.0
32.66,0.03,349.57,3.7,0.04,28.0,101.0,0.04,7.34,382.0
32.71,0.02,256.63,4.1,0.03,95.0,101.0,1.26,10.46,298.0
32.67,0.02,338.46,3.6,0.03,37.0,101.0,0.04,7.16,312.0
32.72,0.03,324.15,4.0,0.04,92.0,101.0,0.89,8.06,373.0
32.69,0.02,319.12,4.1,0.03,40.0,101.0,0.04,14.29,360.0
32.71,0.02,316.16,4.1,0.03,93.0,101.0,0.38,7.2,381.0
32.71,0.03,326.27,3.7,0.04,30.0,101.0,0.07,7.0,321.0
32.71,0.02,384.0,4.1,0.03,90.0,101.0,0.69,6.49,373.0
32.69,0.02,319.57,3.5,0.03,26.0,101.0,0.04,6.96,305.0
32.73,0.03,413.17,4.1,0.04,83.0,101.0,1.03,16.35,420.0
32.71,0.02,352.41,3.7,0.03,32.0,101.0,0.09,6.79,317.0
32.74,0.02,321.63,4.1,0.03,89.0,101.0,0.38,7.04,389.0
32.76,0.03,323.81,3.6,0.04,29.0,101.0,0.07,6.64,309.0
32.78,0.02,322.09,3.9,0.03,92.0,101.0,0.21,5.81,369.0
32.77,0.02,337.73,3.4,0.03,33.0,101.0,0.05,7.04,294.0
32.81,0.03,356.53,4.3,0.05,103.0,101.0,0.66,9.18,408.0
32.81,0.02,370.73,3.7,0.03,38.0,101.0,0.04,7.91,324.0
32.81,0.02,281.7,3.9,0.03,63.0,101.0,1.97,17.27,414.0
32.79,0.03,402.68,3.4,0.04,43.0,101.0,0.09,6.93,296.0
32.84,0.02,236.9,3.8,0.03,71.0,101.0,0.81,5.68,398.0
32.82,0.02,346.02,3.9,0.03,32.0,101.0,0.04,6.7,340.0
32.89,0.03,356.71,3.7,0.04,96.0,101.0,1.36,7.5,400.0
32.86,0.02,329.04,3.8,0.03,48.0,101.0,0.05,8.58,336.0
32.88,0.02,285.22,3.9,0.03,94.0,101.0,0.98,9.79,378.0
32.88,0.03,371.42,3.7,0.04,37.0,101.0,0.04,9.26,326.0
32.92,0.02,233.3,3.9,0.03,103.0,101.0,0.21,7.29,374.0
32.94,0.02,202.91,3.9,0.03,41.0,101.0,0.06,7.72,346.0
32.92,0.03,306.48,3.5,0.03,92.0,101.0,1.75,6.71,375.0
32.93,0.02,332.41,3.2,0.03,52.0,101.0,0.01,10.58,272.0
32.93,0.02,301.82,4.0,0.03,91.0,101.0,0.96,9.77,395.0
32.95,0.03,314.62,3.5,0.04,29.0,101.0,0.06,6.77,301.0
32.95,0.02,291.55,4.1,0.03,89.0,101.0,0.44,6.29,388.0
32.94,0.02,298.54,3.7,0.03,39.0,101.0,0.03,6.68,319.0
32.95,0.03,430.2,4.2,0.03,81.0,101.0,0.04,7.8,386.0
32.96,0.02,301.78,3.5,0.03,41.0,101.0,0.07,7.71,305.0
32.97,0.02,279.77,3.7,0.03,97.0,101.0,1.21,6.17,374.0
32.97,0.03,315.43,3.7,0.04,32.0,101.0,0.09,10.19,326.0
32.97,0.02,307.43,3.4,0.03,44.0,101.0,1.26,7.05,408.0
32.97,0.02,310.54,3.7,0.03,42.0,101.0,0.04,16.14,327.0
32.97,0.03,314.92,3.3,0.03,34.0,101.0,1.68,6.12,392.0
32.96,0.02,302.94,3.4,0.03,41.0,101.0,0.04,9.19,289.0
32.96,0.02,403.29,3.6,0.03,28.0,101.0,2.2,6.03,427.0
32.97,0.03,293.81,3.5,0.04,34.0,101.0,0.03,7.64,308.0
32.94,0.02,280.98,3.3,0.03,41.0,101.0,6.61,8.45,403.0
32.91,0.02,306.62,3.5,0.03,35.0,101.0,0.05,9.1,306.0
32.92,0.03,390.98,3.1,0.03,45.0,101.0,1.65,6.61,360.0
32.91,0.02,301.42,3.7,0.03,30.0,101.0,0.05,7.12,327.0
32.93,0.02,295.18,3.2,0.03,43.0,101.0,1.7,6.35,369.0
32.92,0.03,261.73,3.6,0.04,31.0,101.0,0.03,8.21,318.0
32.94,0.02,338.68,3.0,0.03,41.0,101.0,1.47,6.21,365.0
32.92,0.02,202.88,3.7,0.03,34.0,101.0,0.06,7.97,325.0
32.91,0.03,326.36,3.6,0.04,33.0,101.0,0.12,5.59,365.0
32.91,0.02,243.78,3.7,0.03,25.0,101.0,0.12,14.16,326.0
32.91,0.02,262.78,3.2,0.03,28.0,101.0,1.89,6.16,431.0
32.92,0.03,270.03,3.6,0.03,31.0,101.0,0.05,7.18,312.0
32.92,0.02,318.37,3.2,0.03,42.0,101.0,5.49,5.95,435.0
32.93,0.02,253.34,3.7,0.03,31.0,101.0,0.06,8.16,326.0
32.91,0.03,482.19,3.4,0.04,23.0,101.0,2.81,7.6,412.0
32.91,0.02,179.19,3.8,0.03,33.0,101.0,0.06,10.88,335.0
32.89,0.02,280.13,3.0,0.03,29.0,101.0,2.41,10.46,386.0
32.91,0.03,272.47,3.7,0.04,27.0,101.0,0.19,10.59,328.0
32.88,0.02,282.83,3.5,0.03,34.0,101.0,0.74,7.91,404.0
32.88,0.02,214.16,3.7,0.03,35.0,101.0,0.06,6.64,322.0
32.89,0.03,335.89,3.6,0.04,33.0,101.0,1.63,7.29,418.0
32.88,0.02,203.37,3.7,0.03,25.0,101.0,0.07,5.98,324.0
32.89,0.02,359.7,3.1,0.03,31.0,101.0,2.54,8.62,416.0
32.87,0.03,363.43,3.7,0.04,28.0,101.0,0.06,5.83,324.0
32.86,0.02,278.52,3.5,0.03,42.0,101.0,0.2,9.82,347.0
32.89,0.02,348.81,3.7,0.03,38.0,101.0,0.19,5.11,331.0
32.88,0.03,597.83,3.2,0.04,44.0,101.0,2.4,17.64,396.0
32.88,0.02,305.33,4.0,0.03,29.0,101.0,0.06,6.22,362.0
32.89,0.02,292.59,3.2,0.02,37.0,101.0,1.73,8.62,382.0
32.89,0.03,356.19,3.7,0.04,34.0,101.0,0.05,6.71,327.0
32.87,0.02,310.54,3.9,0.03,37.0,101.0,4.66,6.83,409.0
32.87,0.02,379.49,3.2,0.03,34.0,101.0,0.12,5.8,332.0
32.88,0.03,422.85,3.8,0.04,33.0,101.0,5.12,7.23,393.0
32.9,0.02,329.8,3.2,0.03,23.0,101.0,0.04,5.71,330.0
32.89,0.02,470.34,3.6,0.03,34.0,101.0,4.81,7.0,374.0
32.87,0.03,299.28,3.2,0.04,37.0,101.0,0.21,5.98,338.0
32.9,0.02,527.2,3.4,0.03,41.0,101.0,10.43,7.47,362.0
32.89,0.02,348.97,2.9,0.03,26.0,101.0,0.12,6.28,309.0
32.9,0.03,535.45,3.6,0.03,46.0,101.0,9.54,7.22,381.0
32.89,0.02,361.14,3.3,0.03,29.0,101.0,0.11,5.55,341.0
32.89,0.02,534.53,3.5,0.03,35.0,101.0,13.45,6.73,372.0
32.89,0.03,290.57,3.4,0.04,31.0,101.0,0.05,6.22,357.0
32.86,0.02,585.17,4.1,0.03,40.0,101.0,0.48,9.73,427.0
32.88,0.02,369.75,3.5,0.03,32.0,101.0,0.11,6.13,365.0
32.87,0.03,409.18,4.0,0.03,45.0,101.0,0.09,9.22,418.0
32.86,0.02,206.34,3.3,0.03,35.0,101.0,0.07,5.83,339.0
32.87,0.02,565.83,4.1,0.03,51.0,101.0,0.05,8.42,429.0
32.84,0.03,353.59,3.1,0.04,33.0,101.0,0.05,5.87,319.0
32.84,0.02,266.15,3.9,0.03,53.0,101.0,0.04,7.23,403.0
32.88,0.03,276.74,3.3,0.03,26.0,101.0,0.19,6.11,342.0
32.88,0.03,449.59,3.7,0.03,51.0,101.0,0.02,8.02,384.0
32.88,0.02,356.56,3.0,0.03,30.0,101.0,0.03,5.2,310.0
32.89,0.02,390.77,4.0,0.03,37.0,101.0,0.05,6.76,414.0
32.89,0.03,375.71,2.9,0.04,40.0,101.0,0.04,8.04,304.0
32.89,0.02,410.38,3.6,0.03,46.0,101.0,0.03,9.87,375.0
32.92,0.02,319.07,3.2,0.03,33.0,101.0,0.08,5.32,332.0
32.92,0.03,534.08,4.0,0.03,43.0,101.0,0.04,8.59,416.0
32.91,0.02,316.53,3.7,0.03,31.0,101.0,0.21,6.43,380.0
32.92,0.02,440.73,3.9,0.03,43.0,101.0,0.04,7.26,408.0
32.9,0.03,307.76,3.0,0.04,33.0,101.0,0.24,5.93,316.0
32.89,0.02,432.28,3.9,0.03,44.0,101.0,0.05,16.15,407.0
32.89,0.02,391.65,3.2,0.03,30.0,101.0,0.07,8.57,331.0
32.88,0.03,524.85,4.1,0.03,52.0,101.0,0.03,6.76,428.0
32.88,0.02,336.77,3.4,0.03,29.0,101.0,0.07,6.97,351.0
32.89,0.02,360.3,3.9,0.03,63.0,101.0,0.07,8.55,416.0
32.89,0.03,374.95,3.1,0.04,30.0,101.0,0.04,6.8,319.0
32.89,0.02,438.93,3.9,0.03,49.0,101.0,0.24,7.89,415.0
32.89,0.02,378.96,3.6,0.03,35.0,101.0,0.06,5.89,377.0
32.89,0.03,424.7,3.8,0.04,51.0,101.0,0.26,8.31,383.0
32.89,0.02,303.79,3.3,0.03,26.0,101.0,0.06,5.8,344.0
32.88,0.02,366.28,3.5,0.03,50.0,101.0,0.27,7.15,365.0
32.88,0.03,396.81,3.1,0.04,32.0,101.0,0.03,6.89,322.0
32.85,0.02,370.82,3.9,0.03,55.0,101.0,0.06,6.73,412.0
32.86,0.02,305.36,3.2,0.03,23.0,101.0,0.04,6.79,339.0
32.87,0.03,451.89,4.0,0.04,46.0,101.0,0.07,9.2,393.0
32.86,0.02,393.07,3.5,0.03,32.0,101.0,0.06,6.61,368.0
32.85,0.02,387.91,3.8,0.03,54.0,101.0,0.18,8.1,402.0
32.86,0.02,340.27,3.2,0.02,27.0,101.0,0.05,11.69,332.0
33.46,0.02,497.73,3.9,0.03,53.0,101.0,0.08,7.64,366.0
31.12,0.02,293.82,3.1,0.03,35.0,101.0,0.03,5.63,327.0
30.42,0.03,353.63,3.9,0.03,44.0,101.0,0.23,6.57,411.0
31.54,0.02,315.57,3.2,0.03,27.0,101.0,0.04,5.38,337.0
31.38,0.02,308.12,3.8,0.03,41.0,101.0,0.2,9.07,382.0
31.3,0.02,367.76,3.0,0.03,35.0,101.0,0.02,6.04,315.0
31.12,0.02,351.71,3.5,0.03,56.0,101.0,0.07,9.01,345.0
31.26,0.02,318.88,3.1,0.03,28.0,101.0,0.04,6.09,332.0
31.19,0.03,422.44,3.7,0.03,67.0,101.0,0.11,7.98,379.0
31.24,0.02,323.12,3.4,0.03,32.0,101.0,0.08,5.55,358.0
31.26,0.02,330.31,4.1,0.03,61.0,101.0,0.5,7.47,401.0
31.37,0.02,326.44,3.4,0.03,25.0,101.0,0.06,14.14,358.0
31.26,0.02,424.04,4.1,0.03,65.0,101.0,0.04,7.1,411.0
31.31,0.02,299.04,3.0,0.03,25.0,101.0,0.04,5.25,323.0
31.18,0.02,358.45,3.8,0.03,51.0,101.0,0.04,7.55,365.0
31.3,0.02,324.42,3.3,0.03,26.0,101.0,0.06,6.49,353.0
31.23,0.02,250.54,3.8,0.03,64.0,101.0,0.07,8.49,342.0
31.28,0.02,296.73,3.1,0.03,31.0,101.0,0.05,6.44,327.0
31.29,0.02,312.74,3.8,0.03,58.0,101.0,0.11,6.98,383.0
31.29,0.02,367.98,3.2,0.03,25.0,101.0,0.07,6.06,345.0
31.32,0.03,360.86,3.8,0.03,65.0,101.0,0.17,10.98,392.0
31.23,0.02,317.68,3.1,0.03,22.0,101.0,0.05,6.12,336.0
31.36,0.02,390.05,4.1,0.03,67.0,101.0,0.29,6.66,385.0
31.27,0.02,328.03,3.2,0.03,34.0,101.0,0.04,16.12,343.0
31.37,0.02,440.55,4.1,0.03,71.0,101.0,0.51,7.84,335.0
31.35,0.02,337.1,3.3,0.03,30.0,101.0,0.03,7.01,356.0
31.43,0.03,569.26,3.8,0.03,66.0,101.0,0.11,8.74,333.0
31.42,0.02,324.82,3.4,0.03,31.0,101.0,0.04,6.78,366.0
31.45,0.02,323.35,3.9,0.03,77.0,101.0,0.23,9.48,325.0
31.39,0.03,505.5,3.3,0.03,27.0,101.0,0.04,5.87,354.0
31.39,0.02,326.03,4.1,0.03,66.0,101.0,0.22,8.25,362.0
31.36,0.02,332.29,3.5,0.03,30.0,101.0,0.05,6.57,373.0
31.38,0.03,453.97,3.7,0.03,72.0,101.0,0.15,6.21,305.0
31.38,0.02,370.57,3.4,0.03,35.0,101.0,0.07,5.05,364.0
31.37,0.02,253.19,3.8,0.03,66.0,101.0,0.06,9.32,291.0
31.32,0.03,388.73,3.3,0.03,32.0,101.0,0.11,5.16,350.0
31.34,0.02,307.07,4.0,0.03,78.0,101.0,0.35,8.04,293.0
31.25,0.02,301.76,3.2,0.03,31.0,101.0,0.02,5.88,337.0
31.29,0.03,448.16,3.8,0.03,69.0,101.0,0.2,6.76,250.0
31.23,0.02,403.73,3.3,0.03,34.0,101.0,0.07,6.33,355.0
31.29,0.02,8375.02,3.8,0.03,79.0,101.0,0.41,7.61,271.0
31.26,0.03,2174.53,3.3,0.03,90.0,101.0,0.05,7.86,357.0
31.71,0.02,285.23,3.9,0.03,72.0,102.0,0.27,6.34,283.0
31.31,0.02,327.56,3.2,0.03,29.0,102.0,0.04,6.55,348.0
31.44,0.03,357.63,3.8,0.04,96.0,101.0,0.13,7.97,298.0
31.36,0.02,382.79,3.3,0.03,29.0,101.0,0.07,6.14,355.0
31.39,0.02,283.68,3.7,0.03,62.0,101.0,0.31,6.63,257.0
31.39,0.03,298.21,3.5,0.04,40.0,101.0,0.07,5.32,380.0
31.44,0.02,419.23,3.7,0.03,85.0,101.0,0.29,8.16,281.0
31.44,0.02,327.58,3.5,0.03,28.0,101.0,0.05,11.46,378.0
31.45,0.03,420.72,3.9,0.04,77.0,101.0,0.41,9.02,279.0
31.46,0.02,371.42,3.3,0.03,27.0,101.0,0.05,7.84,358.0
31.49,0.02,274.52,3.5,0.03,79.0,101.0,0.23,8.17,294.0
31.45,0.03,345.98,2.9,0.03,26.0,101.0,0.01,8.21,256.0
31.45,0.02,293.68,4.1,0.03,69.0,101.0,0.27,9.45,384.0
31.47,0.02,330.03,3.5,0.03,34.0,101.0,0.09,8.48,318.0
31.56,0.03,467.15,4.1,0.04,68.0,101.0,0.15,9.24,387.0
31.53,0.02,327.43,3.2,0.03,24.0,101.0,0.04,6.11,288.0
31.59,0.02,388.14,4.0,0.03,70.0,101.0,0.42,8.34,379.0
31.57,0.03,266.21,3.2,0.03,30.0,101.0,0.12,7.29,282.0
31.56,0.02,366.15,4.2,0.03,84.0,101.0,0.39,7.61,391.0
